epoch	Bleu_1	Bleu_2	Bleu_3	Bleu_4	METEOR	ROUGE_L
0	20.374967891853952	5.9842060719996395	1.0119608483697152e-05	1.4147223282705193e-08	4.854038770881896	29.155247268947132
1	20.453349807286774	7.728618251368248	1.219399684610054e-05	1.587306339035016e-08	5.551710989515116	21.0977790728573
2	17.139353025876762	6.727382847069788	1.1029170502993935e-05	1.4545063742835334e-08	4.932240133430348	16.83554885165294
3	15.179090029038687	5.515574159100648	2.022137414921709	0.00011960866893669228	6.311609399217542	16.637765497836735
4	3.5760849320169688	1.365364906710511	0.4159335842122033	2.4384932222993904e-05	3.5760891172861853	12.520978034110511
5	7.842368395254598	2.8532204342258978	0.9821892830907099	5.684244778811869e-05	4.973833545103461	15.70926799010188
6	13.809693513896326	5.458709149336285	2.3434808913609415	0.00013013887410080266	5.410848304669221	16.81162642051723
7	7.167293876154022	2.8913383300781224	1.1517999026707157	6.166586832928039e-05	4.5648357704932065	15.961062885717963
8	6.959116200305865	3.0523152208817494	1.4733927140667507	7.29793719640225e-05	5.57959657498318	15.81734800507492
9	9.165923282782206	3.738103749819161	1.3662891136965152	7.551555215756796e-05	5.138348043959608	16.323679276100528
10	2.531569633162287	1.1324869901988146	0.5488010072561437	0.19807530117080266	3.204896347954975	10.066027901483531
11	10.456636373834796	4.911917239050786	2.3336743181500794	0.6355850881973167	6.887359278343765	18.687515764639784
12	8.372213582166202	3.971657182062299	2.0486569714080067	0.8382451797399261	6.94455827697925	17.76206860159527
13	8.889323043859637	4.027987350006543	1.6011038888304203	0.46069256835141104	6.30094846459624	17.65556368960465
14	9.515626678121627	4.0231748853298726	1.557929403033338	8.244093247138134e-05	5.980157825612764	17.934195483972974
15	10.068437536247526	4.293859685239127	1.997016104628529	0.6789476349522529	6.037664278702892	18.628076127334694
16	6.648541769648488	2.4592124063845002	1.020292920298334	5.572720288312465e-05	4.569976605451925	15.332312914771789
17	8.776292612163633	3.355433669508571	1.36258259424412	0.4935637946358963	5.620336712958945	16.373961999275828
18	8.322202815164047	3.477739767797728	1.5746725387513796	0.4614951335098238	5.57812146109624	16.300509268887964
19	6.84479916717213	2.702573135057673	1.0273671383865348	5.682180694536094e-05	5.117388382013631	14.773592052786027
20	6.585081585081105	3.0123127984204827	1.4867230475823272	0.5682887638353726	5.978434266467268	15.903724496017437
21	8.162066940692096	3.4913629665263186	1.4958970310275237	7.789318772224416e-05	5.476038431484352	16.019491447509747
22	5.990688758044229	2.6434719902036337	1.2199387246935625	0.44833567665345564	5.587132665519447	14.964719415349853
23	7.72639158127871	3.002229956126879	1.1931194180861904	0.3636892744964493	5.39588003933705	15.791445165235778
24	6.068898905344006	2.299715428853375	0.9676526749673873	0.39383103578607326	4.740898474177019	15.340149720511464
25	8.195230396118816	3.146213725774342	1.3353321606879014	0.5342075449811964	5.566592721230627	16.686403157818607
26	6.544211195928233	2.5996579668963915	1.027817600336971	0.3710937867183012	5.564377044219486	15.353602048333384
27	8.000790201500593	3.177159089312757	1.352986936662761	0.4843721210248917	5.438276524374802	15.465186224417119
28	6.367377478488113	2.8781874506824	1.3321438745363052	0.5574558736075786	6.485596258240908	16.042593658690947
29	8.98747490199742	4.125903920867984	1.914143841141996	0.689039774874748	7.295447112720193	18.06997749169216
30	7.172256765040093	2.9389387554425146	1.1935085937993843	6.374896261085305e-05	5.2794833617256645	15.660044029560172
31	6.036261792452385	2.6801683752390004	1.202140405138006	0.40878280509040915	5.222499942008816	14.884573548750932
32	10.202587258968734	4.334717492791331	1.7972742665822445	9.519656363082031e-05	6.3761325400674	16.598489690413416
33	10.645541442973595	4.657861951737235	2.090484957799663	0.7278035776801285	6.934359317737799	16.436012687668182
34	11.773679101371268	4.8928564063839834	1.846820586886573	0.5671991133734443	6.767626780132213	17.37950977234128
35	4.661421954267726	1.7908765328105238	0.7363847456450183	0.23785360933329486	3.77241780969981	11.893067573581934
36	10.027268220127661	4.084589669690333	1.685419132479999	0.6093988738404988	6.25000929481307	16.054036217376602
37	8.293622630030589	3.2522017743438805	1.1167559632798392	6.318524882055965e-05	5.46178132561318	15.08160981101256
38	10.255204045629746	4.5210344123742	2.097448447645089	0.7071984622302361	6.55808060573182	17.297352571153155
39	8.596565613736633	3.37452759838903	1.2801927956573076	0.3986294169409639	5.605453673874246	16.078342755407295
